1,あ,"M13,33c0.88,0.88,2.75,1.82,5.25,1.75c8.62-0.25,20-2.12,29.5-4.25c1.51-0.34,4.62-0.88,6.62-0.5
91,りゅ,"M11.38,25.25c1.25,1.5,2.24,4.03,1.62,6.62C10.12,44,6.71,61.52,8.75,74.25c2,12.5,1.75-0.75,5.62-6.25
M42,18.75c2.25,2.12,2.88,4.12,2.88,6.5s0,26.38,0,35.75c0,16.5-5,25.75-12.62,33.12","M10.07,40.79c1.1,1.2,1.61,3.3,1.2,5c-2.3,9.4-3.2,17.79-1.7,27.99c2.22,15.08,0.9,3.1,2.6-1.2c7.19-18.19,21.79-27.59,35.49-27.59c13.5,0,17.49,9.1,17.49,16.2c0,21.89-24.69,23.69-34.39,13.4
M39.96,33.89c2.1,1.4,2.53,2.5,2.8,5.7c0.7,8.4,1.12,14.97,1.3,23.49c0.4,19.19-5,25.59-9.9,31.39"
92,りょ,"M11.38,25.25c1.25,1.5,2.24,4.03,1.62,6.62C10.12,44,6.71,61.52,8.75,74.25c2,12.5,1.75-0.75,5.62-6.25
M42,18.75c2.25,2.12,2.88,4.12,2.88,6.5s0,26.38,0,35.75c0,16.5-5,25.75-12.62,33.12","M32.8,50.06c5.98-1.02,10.95-2.09,14.74-3.25c1.99-0.61,3.8-0.91,4.98-0.91
M29.91,33c1.79,1.69,2.38,3.28,2.29,5.16c-0.6,13.49-0.1,27.68,1.11,42.47C34.81,98.94,5.5,97.19,5.5,89.75c0-9.53,20.92-6.35,28.68-3.27c6.46,2.56,9.18,3.87,14.76,8.23"
93,ぎゃ,"M7.25,30.5c1.88,0.75,4.64,1.06,5.88,0.88c6.75-1,22.25-4.5,26.5-6c2.17-0.76,3.5-1.25,4.88-2.12
M13,48.95c2.01,0.85,4.97,1.2,6.29,0.99c7.23-1.13,23.82-5.09,28.37-6.79c2.32-0.86,3.75-1.41,5.22-2.4
M18.75,14.38c1.5,0.88,3.13,2.94,4,5.12c5.5,13.75,16,29.25,26.38,40.75c7.64,8.47,9.12,9.38-6,3.88
M10.5,83.5c10.62,9.75,27.25,8.62,38.12,5
M54.12,19c2.75,1.75,6,5.38,7.75,8.5
M60.5,14.12c3.06,1.57,6.68,4.82,8.62,7.62","M6,61.07c1.49,1.29,4.16,1.98,6.84,0.69C27.52,54.73,41.2,46.4,53.16,46.5c7.16,0.11,12.7,3.28,12.63,9.75c0,6.61-8.63,13.15-19.43,14.14
M29.1,34.5c4.07,0.69,8.25,3.21,9.12,5.25c1.69,3.97-0.79,1.88-2.28,2.08
M15.77,40.99c1.88,1.49,2.35,2.77,2.82,4.67c2.08,8.33,8.82,32.37,11.7,41.39c0.51,1.62,1.49,4.96,2.28,7.44"
94,ぎゅ,"M7.25,30.5c1.88,0.75,4.64,1.06,5.88,0.88c6.75-1,22.25-4.5,26.5-6c2.17-0.76,3.5-1.25,4.88-2.12
M13,48.95c2.01,0.85,4.97,1.2,6.29,0.99c7.23-1.13,23.82-5.09,28.37-6.79c2.32-0.86,3.75-1.41,5.22-2.4
M18.75,14.38c1.5,0.88,3.13,2.94,4,5.12c5.5,13.75,16,29.25,26.38,40.75c7.64,8.47,9.12,9.38-6,3.88
M10.5,83.5c10.62,9.75,27.25,8.62,38.12,5
M54.12,19c2.75,1.75,6,5.38,7.75,8.5
M60.5,14.12c3.06,1.57,6.68,4.82,8.62,7.62","M10.07,40.79c1.1,1.2,1.61,3.3,1.2,5c-2.3,9.4-3.2,17.79-1.7,27.99c2.22,15.08,0.9,3.1,2.6-1.2c7.19-18.19,21.79-27.59,35.49-27.59c13.5,0,17.49,9.1,17.49,16.2c0,21.89-24.69,23.69-34.39,13.4
M39.96,33.89c2.1,1.4,2.53,2.5,2.8,5.7c0.7,8.4,1.12,14.97,1.3,23.49c0.4,19.19-5,25.59-9.9,31.39"
95,ぎょ,"M7.25,30.5c1.88,0.75,4.64,1.06,5.88,0.88c6.75-1,22.25-4.5,26.5-6c2.17-0.76,3.5-1.25,4.88-2.12
M13,48.95c2.01,0.85,4.97,1.2,6.29,0.99c7.23-1.13,23.82-5.09,28.37-6.79c2.32-0.86,3.75-1.41,5.22-2.4
M18.75,14.38c1.5,0.88,3.13,2.94,4,5.12c5.5,13.75,16,29.25,26.38,40.75c7.64,8.47,9.12,9.38-6,3.88
M10.5,83.5c10.62,9.75,27.25,8.62,38.12,5
M54.12,19c2.75,1.75,6,5.38,7.75,8.5
M60.5,14.12c3.06,1.57,6.68,4.82,8.62,7.62","M32.8,50.06c5.98-1.02,10.95-2.09,14.74-3.25c1.99-0.61,3.8-0.91,4.98-0.91
M29.91,33c1.79,1.69,2.38,3.28,2.29,5.16c-0.6,13.49-0.1,27.68,1.11,42.47C34.81,98.94,5.5,97.19,5.5,89.75c0-9.53,20.92-6.35,28.68-3.27c6.46,2.56,9.18,3.87,14.76,8.23"
96,じゃ,"M11,17.25c1.25,3.12,0.93,6.74,0.38,10.25c-2.12,13.5-3,26.5-3,39.12c0,27.38,19.88,30.12,45.5,17.25
M36.12,27c2.75,1.75,6,5.38,7.75,8.5
M42.5,22.12c3.06,1.57,6.68,4.82,8.62,7.62","M6,61.07c1.49,1.29,4.16,1.98,6.84,0.69C27.52,54.73,41.2,46.4,53.16,46.5c7.16,0.11,12.7,3.28,12.63,9.75c0,6.61-8.63,13.15-19.43,14.14
M29.1,34.5c4.07,0.69,8.25,3.21,9.12,5.25c1.69,3.97-0.79,1.88-2.28,2.08
M15.77,40.99c1.88,1.49,2.35,2.77,2.82,4.67c2.08,8.33,8.82,32.37,11.7,41.39c0.51,1.62,1.49,4.96,2.28,7.44"
97,じゅ,"M11,17.25c1.25,3.12,0.93,6.74,0.38,10.25c-2.12,13.5-3,26.5-3,39.12c0,27.38,19.88,30.12,45.5,17.25
M36.12,27c2.75,1.75,6,5.38,7.75,8.5
M42.5,22.12c3.06,1.57,6.68,4.82,8.62,7.62","M10.07,40.79c1.1,1.2,1.61,3.3,1.2,5c-2.3,9.4-3.2,17.79-1.7,27.99c2.22,15.08,0.9,3.1,2.6-1.2c7.19-18.19,21.79-27.59,35.49-27.59c13.5,0,17.49,9.1,17.49,16.2c0,21.89-24.69,23.69-34.39,13.4
M39.96,33.89c2.1,1.4,2.53,2.5,2.8,5.7c0.7,8.4,1.12,14.97,1.3,23.49c0.4,19.19-5,25.59-9.9,31.39"
98,じょ,"M11,17.25c1.25,3.12,0.93,6.74,0.38,10.25c-2.12,13.5-3,26.5-3,39.12c0,27.38,19.88,30.12,45.5,17.25
M36.12,27c2.75,1.75,6,5.38,7.75,8.5
M42.5,22.12c3.06,1.57,6.68,4.82,8.62,7.62","M32.8,50.06c5.98-1.02,10.95-2.09,14.74-3.25c1.99-0.61,3.8-0.91,4.98-0.91
M29.91,33c1.79,1.69,2.38,3.28,2.29,5.16c-0.6,13.49-0.1,27.68,1.11,42.47C34.81,98.94,5.5,97.19,5.5,89.75c0-9.53,20.92-6.35,28.68-3.27c6.46,2.56,9.18,3.87,14.76,8.23"
99,びゃ,"M5.88,25.12c1.25,0.88,3.75,2.25,6.5,1.38s7.31-2.38,11.38-4.5c6-3.12,8.42-1.01,4.25,4C0.88,58.62,4.25,84.5,26.49,88.88c18.07,3.56,37.63-16.38,35.63-56.51c-0.72-14.5-0.17-14.78,4.12-1.75C70,42,76.5,51.38,82.38,57.12
M72.38,13.5c2.75,1.75,6,5.38,7.75,8.5
M78.75,8.62c3.06,1.57,6.68,4.82,8.62,7.62","M6,61.07c1.49,1.29,4.16,1.98,6.84,0.69C27.52,54.73,41.2,46.4,53.16,46.5c7.16,0.11,12.7,3.28,12.63,9.75c0,6.61-8.63,13.15-19.43,14.14
M29.1,34.5c4.07,0.69,8.25,3.21,9.12,5.25c1.69,3.97-0.79,1.88-2.28,2.08
M15.77,40.99c1.88,1.49,2.35,2.77,2.82,4.67c2.08,8.33,8.82,32.37,11.7,41.39c0.51,1.62,1.49,4.96,2.28,7.44"
100,びゅ,"M5.88,25.12c1.25,0.88,3.75,2.25,6.5,1.38s7.31-2.38,11.38-4.5c6-3.12,8.42-1.01,4.25,4C0.88,58.62,4.25,84.5,26.49,88.88c18.07,3.56,37.63-16.38,35.63-56.51c-0.72-14.5-0.17-14.78,4.12-1.75C70,42,76.5,51.38,82.38,57.12
M72.38,13.5c2.75,1.75,6,5.38,7.75,8.5
M78.75,8.62c3.06,1.57,6.68,4.82,8.62,7.62","M10.07,40.79c1.1,1.2,1.61,3.3,1.2,5c-2.3,9.4-3.2,17.79-1.7,27.99c2.22,15.08,0.9,3.1,2.6-1.2c7.19-18.19,21.79-27.59,35.49-27.59c13.5,0,17.49,9.1,17.49,16.2c0,21.89-24.69,23.69-34.39,13.4
M39.96,33.89c2.1,1.4,2.53,2.5,2.8,5.7c0.7,8.4,1.12,14.97,1.3,23.49c0.4,19.19-5,25.59-9.9,31.39"
101,びょ,"M5.88,25.12c1.25,0.88,3.75,2.25,6.5,1.38s7.31-2.38,11.38-4.5c6-3.12,8.42-1.01,4.25,4C0.88,58.62,4.25,84.5,26.49,88.88c18.07,3.56,37.63-16.38,35.63-56.51c-0.72-14.5-0.17-14.78,4.12-1.75C70,42,76.5,51.38,82.38,57.12
M72.38,13.5c2.75,1.75,6,5.38,7.75,8.5
M78.75,8.62c3.06,1.57,6.68,4.82,8.62,7.62","M32.8,50.06c5.98-1.02,10.95-2.09,14.74-3.25c1.99-0.61,3.8-0.91,4.98-0.91
M29.91,33c1.79,1.69,2.38,3.28,2.29,5.16c-0.6,13.49-0.1,27.68,1.11,42.47C34.81,98.94,5.5,97.19,5.5,89.75c0-9.53,20.92-6.35,28.68-3.27c6.46,2.56,9.18,3.87,14.76,8.23"
102,ぴゃ,"M5.88,25.12c1.25,0.88,3.75,2.25,6.5,1.38s7.31-2.38,11.38-4.5c6-3.12,8.42-1.01,4.25,4C0.88,58.62,4.25,84.5,26.49,88.88c18.07,3.56,37.63-16.38,35.63-56.51c-0.72-14.5-0.17-14.78,4.12-1.75C70,42,76.5,51.38,82.38,57.12
M79.75,22.12c-9.62,0-9.25-14.25,0-14.25C89.5,7.88,89.25,22.12,79.75,22.12","M6,61.07c1.49,1.29,4.16,1.98,6.84,0.69C27.52,54.73,41.2,46.4,53.16,46.5c7.16,0.11,12.7,3.28,12.63,9.75c0,6.61-8.63,13.15-19.43,14.14
M29.1,34.5c4.07,0.69,8.25,3.21,9.12,5.25c1.69,3.97-0.79,1.88-2.28,2.08
M15.77,40.99c1.88,1.49,2.35,2.77,2.82,4.67c2.08,8.33,8.82,32.37,11.7,41.39c0.51,1.62,1.49,4.96,2.28,7.44"
103,ぴゅ,"M5.88,25.12c1.25,0.88,3.75,2.25,6.5,1.38s7.31-2.38,11.38-4.5c6-3.12,8.42-1.01,4.25,4C0.88,58.62,4.25,84.5,26.49,88.88c18.07,3.56,37.63-16.38,35.63-56.51c-0.72-14.5-0.17-14.78,4.12-1.75C70,42,76.5,51.38,82.38,57.12
M79.75,22.12c-9.62,0-9.25-14.25,0-14.25C89.5,7.88,89.25,22.12,79.75,22.12","M10.07,40.79c1.1,1.2,1.61,3.3,1.2,5c-2.3,9.4-3.2,17.79-1.7,27.99c2.22,15.08,0.9,3.1,2.6-1.2c7.19-18.19,21.79-27.59,35.49-27.59c13.5,0,17.49,9.1,17.49,16.2c0,21.89-24.69,23.69-34.39,13.4
M39.96,33.89c2.1,1.4,2.53,2.5,2.8,5.7c0.7,8.4,1.12,14.97,1.3,23.49c0.4,19.19-5,25.59-9.9,31.39"
104,ぴょ,"M5.88,25.12c1.25,0.88,3.75,2.25,6.5,1.38s7.31-2.38,11.38-4.5c6-3.12,8.42-1.01,4.25,4C0.88,58.62,4.25,84.5,26.49,88.88c18.07,3.56,37.63-16.38,35.63-56.51c-0.72-14.5-0.17-14.78,4.12-1.75C70,42,76.5,51.38,82.38,57.12
M79.75,22.12c-9.62,0-9.25-14.25,0-14.25C89.5,7.88,89.25,22.12,79.75,22.12","M32.8,50.06c5.98-1.02,10.95-2.09,14.74-3.25c1.99-0.61,3.8-0.91,4.98-0.91
M29.91,33c1.79,1.69,2.38,3.28,2.29,5.16c-0.6,13.49-0.1,27.68,1.11,42.47C34.81,98.94,5.5,97.19,5.5,89.75c0-9.53,20.92-6.35,28.68-3.27c6.46,2.56,9.18,3.87,14.76,8.23"
105,っ,"M5.88,61.15c1.49,1.29,3.72,1.67,6.46,0.5C26.55,55.58,36.19,52.8,48.02,53c9.99,0.17,18.28,5.7,18.18,15.24c-0.15,14.93-18.46,23.39-35.79,25.51"
106,ア,"M5.84,26.25c2.41,1.56,3.98,1.44,8.51,0.75c11.4-1.75,37.77-5.5,48.28-6.78c5.23-0.64,7.99,2.06,2.62,6.04c-6.75,5-13.12,9.5-23.25,16
M35.46,41.12c0.79,1.5,1.02,3.24,0.58,5.28C32,64.88,26.12,78.25,16.12,91.88"
107,イ,"M55.25,16.75c0.12,1.75-0.34,3.86-1.62,5.5C43.5,35.12,29.88,51.88,8,65.12
M41.88,43.88c1,1.12,1.25,3,1.25,4.62s0,32.75,0,34.62S43,92.25,43,94.88"
108,ウ,"M37.75,14.62c1,1.12,1.25,3,1.25,4.62S39,30,39,31.88
M11,31.25c1,1.12,1.22,3,1.25,4.62c0.09,4.45,0.29,10.95,0.45,16.37c0.07,2.5,0.14,4.77,0.18,6.5
M13.62,35.88c19.38-2.25,40.25-4.25,49-5.5s8.28,0.84,6.25,6.88c-5,14.88-20.12,43.5-41,56.62"
109,エ,"M19.96,35.68c2.32,0.71,5.14,0.66,7.48,0.29c8.57-1.35,22.4-2.85,33.66-3.85c2.26-0.2,4.52-0.19,6.77,0.22
M41.43,38.13c1,1.12,1.31,3,1.25,4.62C42.5,47.49,42.17,55.64,41.85,65c-0.08,2.31-0.16,4.7-0.23,7.12
M7.09,75.46c3.41,0.94,7.57,0.88,11.01,0.39c17.78-2.48,34.53-3.86,50.55-3.9c3.34-0.01,7.23,0.42,10.46,1.8"
110,オ,"M6.09,37.85c3.91,1.78,7.55,1.55,11.01,1.02c18.03-2.75,34.4-4.5,50.55-5.41c3.34-0.19,6.35,0.17,10.46,1.38
M46.97,16.38c1.32,1.49,1.65,3.97,1.65,6.12c0,8-0.25,46.23-0.25,58.63c0,20.38-5.88,7.5-9.25,5.5
M46.88,36.38c0,1.62-1.64,3.61-3.62,6c-7.88,9.5-21.12,22.75-34.62,33"
111,カ,"M8.5,40.62c1.88,1.25,4.51,1.87,7.12,1.5c17.88-2.5,32.78-4.51,42.5-5.88c7.12-1,10.59,0.24,8.62,7.88c-2.12,8.25-4.47,17.81-9.25,29.12C47,98.12,43.38,87.75,38.25,85.12
M38.88,17.12c0.88,1.62,1.29,3.83,0.75,6.75C35.38,46.75,23.75,69.12,9.38,82.75"
112,キ,"M13.75,40.5c1.75,0.62,4.77,1.09,7.25,0.38C32.75,37.5,51.62,32.75,58.5,31c2.62-0.67,6.75-1.12,9-1
M6.25,65.8c2.28,0.84,6.24,1.18,9.46,0.17c17.79-5.59,32.67-9.09,49.17-12.99c3.43-0.81,8.81-1.52,11.74-1.35
M35.62,16.75c2.5,1.75,3.43,3.24,3.88,6.12c2.12,13.62,6.38,45.38,8.25,59.25c0.4,3,1,8.38,1.38,11.12"
113,ク,"M28.75,19.62c0.38,1.5,0.34,3.48-0.5,5.12c-4.12,8.12-7.88,15.5-16.12,24.12
M30,28.62c2.62,0.25,5.67-0.39,7.62-0.88c6-1.5,9.75-2.38,15.12-3.88c5.79-1.62,7.53-0.42,5.12,4.88C47.5,51.62,31.62,72.88,9.25,89.25"
114,ケ,"M27.46,17.88c0.44,1.9,0.39,4.42-0.59,6.5C22.05,34.69,17.66,44.05,8,55
M24.38,37.62c2.12,0.88,4.15,1.04,6.62,0.5c12.62-2.75,25.5-4.88,35.75-6.5c3.61-0.57,6.25-0.75,9.25-0.5
M50.96,38.88c0.44,1.9,0.5,4.27-0.08,6.5c-3.63,13.75-9.25,31.25-24.63,43.87"
115,コ,"M8.88,35c1.75,1,3.01,2.18,6.5,1.62c14.25-2.25,29.62-4.25,37.38-5.5c9.37-1.51,9.88,0.25,8,7.5c-2.77,10.71-5.25,22.12-7,34.88
M6.25,77.38c2.62,1.12,4.38,1.51,8.25,1c11.38-1.5,22.62-3,33.75-3.38c4-0.13,5.88,0,9.62,0.5"
116,サ,"M6.25,44.34c2.84,1.27,4.77,1.91,8.93,1.13c17.2-3.22,40.45-5.35,58.53-5.34c4.33,0,6.92,0.37,10.42,0.82
M26.38,23.38c1.12,1.38,1.19,2.5,1.25,4.75c0.25,9,0.38,20.25,0.75,28.88c0.14,3.25,0.38,7.12,0.38,9.25
M59.38,16.62c1.5,2,1.62,2.87,1.62,6.25c0,8.25-0.16,9-0.16,15.88c0,23.25-9.34,42.5-23.21,53"
117,シ,"M19.62,19.75c5.14,1.57,9.79,6.01,11.5,8.62
M5.75,42.62C9,43.5,16,48.12,18,50.75
M12.75,85c3.75,0.88,7.12,0.49,10.38-1.38C41,73.38,55.5,59.75,69.25,40.75"
118,ス,"M15.75,29.38c1.75,1.5,4.15,1.98,6.62,1.38c13.25-3.25,24.25-5.62,31.25-7.38s8.64,1.16,6.5,5.75C48.88,53.25,31.75,75,6.62,86.38
M46.62,57.25c11,7.38,21,17,28,28.62"
119,セ,"M6.12,49.38c3.12,1.5,5.04,2.18,8.62,1.38c23.5-5.25,31.24-7.43,50.62-11.62c23.12-5,6.5,7.75-3.25,18.12
M31.5,19.5c2,2.25,2.15,3.5,2.12,6.62c-0.12,17.5-0.88,31.75-0.88,41.12c0,14,3.13,16.99,12.38,17.12c8.38,0.12,14.12,0.12,18,0.12s7.5-0.5,10.5-1.12"
120,ソ,"M5.5,25.5c3.92,4.1,7.71,9.93,10.75,17.88
M65.5,21c1.25,2.5,1.3,4.44,0.12,8.5C59.75,49.88,39.38,79,20,90.75"
121,タ,"M29.83,19.75c0.43,1.72,0.39,4-0.58,5.89c-4.77,9.34-9.1,17.82-18.63,27.73
M30.75,30.38c2.75,0.5,5,0,7.62-0.62c6.02-1.43,10.5-2.62,15.88-4.12c5.79-1.62,8.22,0.31,5.88,5.62C49.25,55.88,38,75.25,10,91.25
M24.38,45.62c6.75,3.5,10.62,7.88,14.75,15.25"
122,チ,"M58.38,15.25c-0.38,2.62-2.01,4.37-3.88,5.38c-7.88,4.25-18.62,9.75-35.5,13.25
M7.12,51.5c2.88,0.88,4.39,1.65,7.88,1.25c22-2.5,36.38-4.25,56.12-4.88C76,47.72,79,48.38,82,49.38
M43.5,30.75c0.88,0.75,1.75,2.49,1.75,4.75c0,6.03,0.03,11.25,0.03,18.27c0,14.98-5.03,29.48-16.53,39.23"
123,ツ,"M6.88,31.38c2.38,3,4.5,9.38,4.88,13.88
M31,23.75c3.38,3.5,6.62,9.5,7,14.88
M70,27.88c0.75,2.25,0.39,5.26-0.75,8C61.62,54.25,48,77,23.25,88.38"
124,テ,"M22.5,21.5c2.12,1.25,4.38,1.59,7.25,1.25c10.62-1.25,16.88-2.25,24.62-3.25C58.1,19.02,60,19,62.5,19.25
M6,44.12c2.88,1,5.26,1.05,7.5,0.75c22.38-3,37-5.62,54.13-6.12c5.62-0.16,7.75,0,10.38,0.62
M44,43.25c0.88,1,1.32,2.63,1.12,4.38C43.38,63,33.5,82.62,20.5,89.5"
125,ト,"M9.38,16.38c1.25,1.12,2.12,3.25,2.12,5.5c0,26.12,0,53.5,0,57.62s0,10.5,0,13.38
M14.62,43.12c11.75,4.12,18.25,10.62,24.5,18.75"
126,ナ,"M6.12,44.12c2.62,1,4.77,1.17,9.12,0.5c19.38-3,37.75-4.75,52.38-5.62c3.75-0.22,8.88-0.25,11.88,0.12
M40.88,14.5c1.75,1.25,2.75,3,2.75,6s0.12,21.5,0.12,24.25c0,20-6,37.62-18.38,49.12"
127,ニ,"M19.75,34.69c2.5,1.19,4.33,1.6,7.45,1.35c11.55-0.91,18.3-2.41,27.04-3.18c2.64-0.23,6.27-0.16,8.39,0.08
M7.12,74.88c2.62,1,4.78,1.45,9.12,0.75c20.25-3.25,36.5-3.88,52.38-3.88c3.75,0,8,1,11.12,2.38"
128,ヌ,"M15.38,27.62c2.75,1.25,5.38,1.16,8.5,0.62c10.12-1.75,19-3.12,28.62-5c6.67-1.3,7.75-0.12,5.38,5.62C51.18,45.08,37.25,69.38,9,86.75
M26.88,46.38c12,6.75,22.38,15.38,30.62,28.12"
129,ネ,"M35.88,12.38c3.38,2.12,8,5.88,11,10.88
M11.38,36.16c2.62,1.46,5.45,1.93,8.5,1.19c10.75-2.6,20.75-4.98,30.88-7.5c6.53-1.62,7.81,1.27,4.62,4.68C43.75,47,32.62,57.88,6.5,72.5
M38.88,54.12c1.38,1.75,1.62,3.5,1.62,6s0,27.5,0,29.38s0,4,0,6.88
M49.88,53.62c12.5,6,19.88,11.75,24.88,18.88"
130,ノ,"M50.75,25.25c0.75,2,0.92,4.89,0.25,7.25c-7.12,25-25.38,44.75-43.62,56.88"
131,ハ,"M28.95,36.88c0.38,1.14,0.46,2.88-0.12,4.14C22.5,54.75,15.5,64.88,6.62,73.25
M55.12,36.38c13,9.12,23.12,22.62,28,33.38"
132,ヒ,"M13.5,44.5c1.75,1.38,4.51,2.19,6.88,1.88C30.62,45,37.62,43.5,44.62,42.12c3.01-0.59,7.12-1,9.38-0.88
M9.12,17.62C10.5,18.88,11,21,11,23.75s-0.88,44-0.88,47.25c0,9.75,4,14.62,13.75,14.62c6,0,16.38,0.12,21.38,0s9.5-0.62,13.5-1.5"
133,フ,"M6,30c1.88,1.88,3.5,2.04,6.5,1.62c14.5-2,29-4.38,43.75-6.88c6.82-1.16,10.58,2.29,6.88,9.12C52.75,53,41.88,73.38,13.12,87.5"
134,ヘ,"M6.12,49.02c2.78,1.55,5.39,0.64,6.95-0.9c4.05-4.01,9.47-8.3,12-10.88c3.16-3.23,7.32-5.26,12.01-1.16c11.25,9.82,25.03,21.45,35.78,30.36c4.28,3.55,7.71,6.85,11.25,9.56"
135,ホ,"M8.5,40.38c2.62,1,4.75,1.71,9.12,1.25c17.75-1.88,29.25-2.75,45.38-3.88c3.74-0.26,7.38-0.12,11.12,0.62
M39.62,17.12C41,19,41,21.62,41,24.5s-0.12,46.62-0.12,51.88c0,23.12-6.25,11.25-9.75,9.62
M13.25,59.38c0.5,9.25-1.38,16.62-6.38,21.88
M59.12,52.75C70,62.38,74.62,70.38,75.75,77.62"
136,マ,"M6.5,33.75c1.88,1.88,3.5,1.99,6.5,1.62c19.62-2.38,33.5-4,51.25-6.38c6.85-0.92,9.37,1.67,4.38,7.62c-7.12,8.5-17.88,20-28.75,31.62
M28.38,58.88c8.43,6.5,16.6,15.93,20.25,26.25"
137,ミ,"M12.12,20c10.4,2.57,20.5,6.3,25,10.38
M12.25,46.88c10.72,2.69,21.11,6.6,25.75,10.88
M6.75,75C22.46,79.49,37.7,86,44.5,93.12"
138,ム,"M36.88,22.5c0.88,1.75,0.78,4.57-0.38,6.88c-9.25,18.38-16.19,30.96-25.25,45.75c-3.75,6.12-3,8.38,4.38,7.12s46.62-8.12,49.62-8.88
M55.25,60.12c6.88,6.38,13.62,14.88,16,25.38"
139,メ,"M54.25,19.12c0.88,1.75,0.48,4.44-0.38,6.88c-7.75,22.12-21.75,47.62-45,62.88
M20.38,39.5c16.54,7.76,32.12,18,38.5,30.88"
140,モ,"M16.5,26.19c2.5,1.19,4.33,1.6,7.45,1.35c11.55-0.91,21.93-2.16,32.79-3.93c2.62-0.42,6.27-0.41,8.39-0.17
M6.12,54.38c2.62,1,4.78,1.45,9.12,0.75C35.5,51.88,49.12,49.75,66.88,49c3.75-0.16,7.38,0.25,11.12,0.88
M37.38,29.88c1.12,1.62,1.42,3.62,1.42,6.12c0,6.53-0.65,33.56-0.65,35.88c0,7.67,3.09,11.08,10.53,11.76c5.33,0.49,12.31,0.24,16.37,0c4.46-0.26,6.52-0.74,9.59-1.43"
141,ヤ,"M6.12,45.75c2.12,1.62,6.15,2.35,10.12,1.38c18.88-4.62,33.39-7.83,48.88-11.88c22-5.75,1.5,14.25-2.75,20
M26.59,19.38c1.65,1.4,2.54,2.67,3.18,5.21s11.95,52.9,12.59,55.57c0.64,2.67,2.16,9.16,3.05,12.46"
142,ユ,"M18.5,35.38c2.38,1.5,5.14,2.08,9.25,1.5c13.25-1.88,18.02-2.4,27.62-4c6.75-1.12,7.78,0.16,6.5,6.38c-2.38,11.5-4.88,24.5-6.5,34.5
M6,76.88c2.75,1.5,4.76,2.05,9.12,1.5c22.62-2.88,36-3.88,54.12-3.88c3.75,0,7.38,0.5,11.12,1.12"
